Ciqual AGB,Ciqual code,Nom Français,Groupe d'aliment,Sous-groupe d'aliment,LCI Name,Ingredients,Score unique EF (mPt/kg de produit),Changement climatique (kg CO2 eq/kg de produit),Appauvrissement de la couche d'ozone (E-06 kg CVC11 eq/kg de produit),Rayonnements ionisants (kBq U-235 eq/kg de produit),Formation photochimique d'ozone (E-03 kg NMVOC eq/kg de produit),Particules (E-06 disease inc./kg de produit),Acidification terrestre et eaux douces (mol H+ eq/kg de produit),Eutrophisation terreste (mol N eq/kg de produit),Eutrophisation eaux douces (E-03 kg P eq/kg de produit),Eutrophisation marine (E-03 kg N eq/kg de produit),Utilisation du sol (Pt/kg de produit),Écotoxicité pour écosystèmes aquatiques d'eau douce (CTUe/kg de produit),Épuisement des ressources eau (m3 depriv./kg de produit),Épuisement des ressources énergétiques (MJ/kg de produit),Épuisement des ressources minéraux (E-06 kg Sb eq/kg de produit)
23300,23300,Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop),produits céréaliers,gâteaux et pâtisseries,Baklava (oriental pastry with almonds and syrup),Huile combinée (mélange d'huile d'olive et d'huile de graines),0.04,0.13,0.01,0.01,0.97,0.03,0.00,0.02,0.05,2.03,19.38,26.71,0.55,1.22,0.49
23300,23300,Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop),produits céréaliers,gâteaux et pâtisseries,Baklava (oriental pastry with almonds and syrup),Miel,,,,,,,,,,,,,,,
23300,23300,Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop),produits céréaliers,gâteaux et pâtisseries,Baklava (oriental pastry with almonds and syrup),Vanille,0.01,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.06,3.40,33.58,0.12,0.00,0.20,0.03
23300,23300,Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop),produits céréaliers,gâteaux et pâtisseries,Baklava (oriental pastry with almonds and syrup),Farine de blé,0.01,0.05,0.00,0.01,0.20,0.01,0.00,0.00,0.02,0.73,9.66,2.58,0.03,0.41,0.09
23300,23300,Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop),produits céréaliers,gâteaux et pâtisseries,Baklava (oriental pastry with almonds and syrup),Sucre blanc,0.01,0.05,0.00,0.00,0.19,0.01,0.00,0.01,0.01,0.46,2.81,2.15,0.19,0.50,0.11
23300,23300,Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop),produits céréaliers,gâteaux et pâtisseries,Baklava (oriental pastry with almonds and syrup),Autres étapes,0.07,0.59,0.10,0.65,1.33,0.02,0.00,0.01,0.06,1.15,4.22,6.09,0.41,21.13,0.80
11100,11100,"Sauce barbecue, préemballée",aides culinaires et ingrédients divers,sauces,"Barbecue sauce, prepacked",Cassonade,0.01,0.03,0.00,0.00,0.09,0.01,0.00,0.00,0.01,0.15,2.16,2.10,0.26,0.15,0.06
11100,11100,"Sauce barbecue, préemballée",aides culinaires et ingrédients divers,sauces,"Barbecue sauce, prepacked",Miel,,,,,,,,,,,,,,,
11100,11100,"Sauce barbecue, préemballée",aides culinaires et ingrédients divers,sauces,"Barbecue sauce, prepacked",Moutarde,0.03,0.11,0.02,0.06,0.55,0.01,0.00,0.01,0.07,1.31,16.94,18.28,0.22,2.05,0.41
11100,11100,"Sauce barbecue, préemballée",aides culinaires et ingrédients divers,sauces,"Barbecue sauce, prepacked",Huile d'olive,0.02,0.05,0.01,0.00,0.46,0.01,0.00,0.00,0.02,0.41,0.34,20.59,0.42,0.54,0.20
11100,11100,"Sauce barbecue, préemballée",aides culinaires et ingrédients divers,sauces,"Barbecue sauce, prepacked",Oignons,0.01,0.05,0.01,0.01,0.24,0.00,0.00,0.00,0.02,0.63,4.99,3.89,0.83,0.74,0.29
11100,11100,"Sauce barbecue, préemballée",aides culinaires et ingrédients divers,sauces,"Barbecue sauce, prepacked",Vin rouge,0.02,0.12,0.02,0.03,0.61,0.01,0.00,0.00,0.04,0.75,1.68,12.69,0.04,2.06,1.44
11100,11100,"Sauce barbecue, préemballée",aides culinaires et ingrédients divers,sauces,"Barbecue sauce, prepacked",Sauce soja,0.00,0.01,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.06,0.59,0.18,0.00,0.26,0.01
11100,11100,"Sauce barbecue, préemballée",aides culinaires et ingrédients divers,sauces,"Barbecue sauce, prepacked",Tomate,0.01,0.03,0.00,0.01,0.11,0.00,0.00,0.00,0.01,0.06,-1.08,2.04,0.22,0.59,0.52
11100,11100,"Sauce barbecue, préemballée",aides culinaires et ingrédients divers,sauces,"Barbecue sauce, prepacked",Sucre blanc,0.00,0.02,0.00,0.00,0.06,0.00,0.00,0.00,0.01,0.16,0.98,0.75,0.07,0.17,0.04
11100,11100,"Sauce barbecue, préemballée",aides culinaires et ingrédients divers,sauces,"Barbecue sauce, prepacked",Autres étapes,0.08,0.57,0.13,0.75,1.69,0.02,0.00,0.01,0.09,1.30,4.53,11.43,0.76,22.63,1.28
11170,11170,"Sauce basquaise ou Sauce aux poivrons, préemballée",aides culinaires et ingrédients divers,sauces,"Basque-style sauce or tomato sauce with sweet peppers, prepacked",Piment,0.03,0.29,0.01,0.01,1.11,0.02,0.00,0.00,0.10,0.23,1.14,9.25,0.10,2.44,0.14
11170,11170,"Sauce basquaise ou Sauce aux poivrons, préemballée",aides culinaires et ingrédients divers,sauces,"Basque-style sauce or tomato sauce with sweet peppers, prepacked",Huile d'olive,0.08,0.22,0.03,0.02,1.96,0.03,0.00,0.02,0.10,1.74,1.43,87.34,1.76,2.28,0.83
11170,11170,"Sauce basquaise ou Sauce aux poivrons, préemballée",aides culinaires et ingrédients divers,sauces,"Basque-style sauce or tomato sauce with sweet peppers, prepacked",Oignons,0.01,0.02,0.00,0.01,0.11,0.00,0.00,0.00,0.01,0.29,2.27,1.77,0.38,0.34,0.13
11170,11170,"Sauce basquaise ou Sauce aux poivrons, préemballée",aides culinaires et ingrédients divers,sauces,"Basque-style sauce or tomato sauce with sweet peppers, prepacked",Poivre,0.02,0.12,0.01,0.01,0.50,0.01,0.00,0.00,0.02,0.89,2.34,10.56,0.28,1.29,0.48
11170,11170,"Sauce basquaise ou Sauce aux poivrons, préemballée",aides culinaires et ingrédients divers,sauces,"Basque-style sauce or tomato sauce with sweet peppers, prepacked",Tomate,0.03,0.14,0.02,0.03,0.47,0.01,0.00,0.00,0.03,0.24,-4.47,8.45,0.92,2.46,2.14
11170,11170,"Sauce basquaise ou Sauce aux poivrons, préemballée",aides culinaires et ingrédients divers,sauces,"Basque-style sauce or tomato sauce with sweet peppers, prepacked",Autres étapes,0.08,0.58,0.13,0.83,1.72,0.03,0.00,0.01,0.10,1.31,4.57,11.85,0.78,24.29,1.35
23803,23803,"Gâteau basque, cerises",produits céréaliers,gâteaux et pâtisseries,"Basque cake (shortbread), with cherries",Beurre,0.13,1.80,0.05,0.06,2.90,0.10,0.01,0.05,0.22,4.45,57.36,11.19,1.17,5.28,2.01
23803,23803,"Gâteau basque, cerises",produits céréaliers,gâteaux et pâtisseries,"Basque cake (shortbread), with cherries",Œuf de poule,0.02,0.09,0.01,0.01,0.33,0.02,0.00,0.02,0.03,0.69,8.81,3.84,0.18,0.77,0.13
23803,23803,"Gâteau basque, cerises",produits céréaliers,gâteaux et pâtisseries,"Basque cake (shortbread), with cherries",Lait demi-écremé,0.05,0.54,0.01,0.03,0.82,0.04,0.01,0.03,0.05,1.77,30.31,7.95,0.17,1.39,0.29
23803,23803,"Gâteau basque, cerises",produits céréaliers,gâteaux et pâtisseries,"Basque cake (shortbread), with cherries",Farine de blé,0.02,0.10,0.01,0.02,0.45,0.01,0.00,0.01,0.04,1.62,21.31,5.69,0.06,0.91,0.20
23803,23803,"Gâteau basque, cerises",produits céréaliers,gâteaux et pâtisseries,"Basque cake (shortbread), with cherries",Sucre blanc,0.02,0.11,0.01,0.01,0.42,0.02,0.00,0.01,0.03,1.05,6.34,4.86,0.44,1.12,0.26
23803,23803,"Gâteau basque, cerises",produits céréaliers,gâteaux et pâtisseries,"Basque cake (shortbread), with cherries",Autres étapes,0.07,0.59,0.10,0.65,1.33,0.02,0.00,0.01,0.06,1.15,4.21,6.08,0.40,21.12,0.80
23802,23802,"Gâteau basque, crème pâtissière",produits céréaliers,gâteaux et pâtisseries,"Basque cake (shortbread), with custard",Beurre,0.13,1.80,0.05,0.06,2.90,0.10,0.01,0.05,0.22,4.45,57.36,11.19,1.17,5.28,2.01
23802,23802,"Gâteau basque, crème pâtissière",produits céréaliers,gâteaux et pâtisseries,"Basque cake (shortbread), with custard",Œuf de poule,0.02,0.09,0.01,0.01,0.33,0.02,0.00,0.02,0.03,0.69,8.81,3.84,0.18,0.77,0.13
23802,23802,"Gâteau basque, crème pâtissière",produits céréaliers,gâteaux et pâtisseries,"Basque cake (shortbread), with custard",Lait demi-écremé,0.05,0.54,0.01,0.03,0.82,0.04,0.01,0.03,0.05,1.77,30.31,7.95,0.17,1.39,0.29
23802,23802,"Gâteau basque, crème pâtissière",produits céréaliers,gâteaux et pâtisseries,"Basque cake (shortbread), with custard",Farine de blé,0.02,0.10,0.01,0.02,0.45,0.01,0.00,0.01,0.04,1.62,21.31,5.69,0.06,0.91,0.20
23802,23802,"Gâteau basque, crème pâtissière",produits céréaliers,gâteaux et pâtisseries,"Basque cake (shortbread), with custard",Sucre blanc,0.02,0.11,0.01,0.01,0.42,0.02,0.00,0.01,0.03,1.05,6.34,4.86,0.44,1.12,0.26
23802,23802,"Gâteau basque, crème pâtissière",produits céréaliers,gâteaux et pâtisseries,"Basque cake (shortbread), with custard",Autres étapes,0.07,0.59,0.10,0.65,1.33,0.02,0.00,0.01,0.06,1.15,4.21,6.08,0.40,21.12,0.80
11102,11102,"Sauce béarnaise, préemballée",aides culinaires et ingrédients divers,sauces,"Bearnaise sauce, prepacked",Beurre,0.58,7.88,0.23,0.26,12.70,0.43,0.06,0.24,0.98,19.50,251.21,49.00,5.14,23.13,8.79
11102,11102,"Sauce béarnaise, préemballée",aides culinaires et ingrédients divers,sauces,"Bearnaise sauce, prepacked",Jaune d'œuf,0.05,0.20,0.02,0.03,0.78,0.06,0.01,0.04,0.06,1.65,21.10,9.20,0.42,1.83,0.31
11102,11102,"Sauce béarnaise, préemballée",aides culinaires et ingrédients divers,sauces,"Bearnaise sauce, prepacked",Vin rouge,0.03,0.18,0.03,0.05,0.92,0.02,0.00,0.00,0.06,1.14,2.54,19.20,0.06,3.12,2.18
11102,11102,"Sauce béarnaise, préemballée",aides culinaires et ingrédients divers,sauces,"Bearnaise sauce, prepacked",Échalote,0.01,0.01,0.00,0.01,0.06,0.00,0.00,0.00,0.01,0.21,1.83,1.49,0.33,0.24,0.09
11102,11102,"Sauce béarnaise, préemballée",aides culinaires et ingrédients divers,sauces,"Bearnaise sauce, prepacked",Estragon,0.01,0.02,0.00,0.00,0.10,0.00,0.00,0.00,0.01,0.22,2.02,0.65,0.30,0.22,0.08
11102,11102,"Sauce béarnaise, préemballée",aides culinaires et ingrédients divers,sauces,"Bearnaise sauce, prepacked",Vin blanc,0.01,0.05,0.01,0.03,0.36,0.00,0.00,0.00,0.02,0.87,0.28,14.29,0.02,1.11,0.31
11102,11102,"Sauce béarnaise, préemballée",aides culinaires et ingrédients divers,sauces,"Bearnaise sauce, prepacked",Autres étapes,0.08,0.58,0.13,0.83,1.72,0.03,0.00,0.01,0.10,1.31,4.57,11.85,0.78,24.29,1.35
11143,11143,"Sauce béchamel, maison",aides culinaires et ingrédients divers,sauces,"Bechamel sauce, home-made",Beurre,0.07,0.99,0.03,0.03,1.60,0.05,0.01,0.03,0.12,2.45,31.60,6.16,0.65,2.91,1.11
11143,11143,"Sauce béchamel, maison",aides culinaires et ingrédients divers,sauces,"Bechamel sauce, home-made",Lait demi-écremé,0.10,1.16,0.03,0.06,1.76,0.09,0.01,0.06,0.10,3.78,64.93,17.03,0.36,2.98,0.62
11143,11143,"Sauce béchamel, maison",aides culinaires et ingrédients divers,sauces,"Bechamel sauce, home-made",Farine de blé,0.01,0.03,0.00,0.00,0.12,0.00,0.00,0.00,0.01,0.43,5.61,1.50,0.02,0.24,0.05
11143,11143,"Sauce béchamel, maison",aides culinaires et ingrédients divers,sauces,"Bechamel sauce, home-made",Autres étapes,0.08,0.58,0.13,0.83,1.72,0.03,0.00,0.01,0.10,1.31,4.57,11.85,0.78,24.29,1.35
11101,11101,"Sauce béchamel, préemballée",aides culinaires et ingrédients divers,sauces,"Bechamel sauce, prepacked",Beurre,0.07,0.99,0.03,0.03,1.60,0.05,0.01,0.03,0.12,2.45,31.60,6.16,0.65,2.91,1.11
11101,11101,"Sauce béchamel, préemballée",aides culinaires et ingrédients divers,sauces,"Bechamel sauce, prepacked",Lait demi-écremé,0.10,1.16,0.03,0.06,1.76,0.09,0.01,0.06,0.10,3.78,64.93,17.03,0.36,2.98,0.62
11101,11101,"Sauce béchamel, préemballée",aides culinaires et ingrédients divers,sauces,"Bechamel sauce, prepacked",Farine de blé,0.01,0.03,0.00,0.00,0.12,0.00,0.00,0.00,0.01,0.43,5.61,1.50,0.02,0.24,0.05
11101,11101,"Sauce béchamel, préemballée",aides culinaires et ingrédients divers,sauces,"Bechamel sauce, prepacked",Autres étapes,0.08,0.58,0.13,0.83,1.72,0.03,0.00,0.01,0.10,1.31,4.57,11.85,0.78,24.29,1.35
25108,25108,Samossas ou Samoussas,entrées et plats composés,feuilletées et autres entrées,Samosas or samoosas,Coriandre,0.00,0.01,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.06,0.16,0.69,0.02,0.09,0.03
25108,25108,Samossas ou Samoussas,entrées et plats composés,feuilletées et autres entrées,Samosas or samoosas,Blé dur,0.00,0.01,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.13,1.69,0.14,0.00,0.09,0.04
25108,25108,Samossas ou Samoussas,entrées et plats composés,feuilletées et autres entrées,Samosas or samoosas,Bœuf haché,2.30,27.88,0.51,1.16,34.54,2.24,0.34,1.49,1.25,71.71,1615.30,193.63,4.55,51.52,9.65
25108,25108,Samossas ou Samoussas,entrées et plats composés,feuilletées et autres entrées,Samosas or samoosas,Huile d'olive,0.02,0.06,0.01,0.00,0.57,0.01,0.00,0.00,0.03,0.50,0.41,25.25,0.51,0.66,0.24
25108,25108,Samossas ou Samoussas,entrées et plats composés,feuilletées et autres entrées,Samosas or samoosas,Oignons,0.01,0.03,0.00,0.01,0.14,0.00,0.00,0.00,0.01,0.36,2.89,2.25,0.48,0.43,0.17
25108,25108,Samossas ou Samoussas,entrées et plats composés,feuilletées et autres entrées,Samosas or samoosas,Farine de blé,0.01,0.04,0.00,0.01,0.16,0.01,0.00,0.00,0.01,0.58,7.60,2.03,0.02,0.32,0.07
25108,25108,Samossas ou Samoussas,entrées et plats composés,feuilletées et autres entrées,Samosas or samoosas,Autres étapes,0.11,0.71,0.17,1.29,1.82,0.03,0.00,0.01,0.11,1.33,4.48,9.89,0.49,34.82,1.72
25065,25065,Boeuf aux carottes,entrées et plats composés,plats composés,Beef stew with carrots,Beurre,0.04,0.50,0.01,0.02,0.80,0.03,0.00,0.01,0.06,1.23,15.80,3.08,0.32,1.45,0.55
25065,25065,Boeuf aux carottes,entrées et plats composés,plats composés,Beef stew with carrots,Carotte,0.01,0.03,0.01,0.01,0.15,0.00,0.00,0.00,0.01,0.30,2.13,7.10,0.51,0.56,0.49
25065,25065,Boeuf aux carottes,entrées et plats composés,plats composés,Beef stew with carrots,Viande de bœuf sans os,2.04,24.88,0.42,0.64,30.77,2.00,0.30,1.33,1.10,64.11,1445.18,170.71,3.97,37.46,8.36
25065,25065,Boeuf aux carottes,entrées et plats composés,plats composés,Beef stew with carrots,Champignon,0.01,0.02,0.00,0.01,0.09,0.00,0.00,0.00,0.01,0.25,2.05,1.62,0.35,0.30,0.11
25065,25065,Boeuf aux carottes,entrées et plats composés,plats composés,Beef stew with carrots,Oignons,0.00,0.01,0.00,0.00,0.07,0.00,0.00,0.00,0.01,0.19,1.51,1.18,0.25,0.23,0.09
25065,25065,Boeuf aux carottes,entrées et plats composés,plats composés,Beef stew with carrots,Autres étapes,0.08,0.58,0.13,0.80,1.53,0.02,0.00,0.01,0.09,1.23,4.31,6.93,0.27,24.07,1.29
25163,25163,"Boeuf, boulettes cuites","viandes, œufs, poissons",autres produits à base de viande,"Beef, meat balls, cooked",Blanc d'oeuf,0.04,0.15,0.01,0.02,0.56,0.04,0.01,0.03,0.05,1.18,15.02,6.55,0.30,1.31,0.22
25163,25163,"Boeuf, boulettes cuites","viandes, œufs, poissons",autres produits à base de viande,"Beef, meat balls, cooked",Bœuf haché,2.96,35.89,0.65,1.49,44.46,2.89,0.43,1.92,1.61,92.31,2079.20,249.24,5.86,66.31,12.42
25163,25163,"Boeuf, boulettes cuites","viandes, œufs, poissons",autres produits à base de viande,"Beef, meat balls, cooked",Oignons,0.01,0.03,0.01,0.01,0.16,0.00,0.00,0.00,0.01,0.42,3.35,2.61,0.56,0.50,0.19
25163,25163,"Boeuf, boulettes cuites","viandes, œufs, poissons",autres produits à base de viande,"Beef, meat balls, cooked",Persil,0.01,0.05,0.00,0.00,0.20,0.01,0.00,0.00,0.02,0.47,4.32,1.39,0.65,0.46,0.17
25163,25163,"Boeuf, boulettes cuites","viandes, œufs, poissons",autres produits à base de viande,"Beef, meat balls, cooked",Lait demi-écremé,0.02,0.20,0.01,0.01,0.30,0.01,0.00,0.01,0.02,0.65,11.15,2.92,0.06,0.51,0.11
25163,25163,"Boeuf, boulettes cuites","viandes, œufs, poissons",autres produits à base de viande,"Beef, meat balls, cooked",Autres étapes,0.12,0.87,0.20,1.46,2.23,0.04,0.00,0.01,0.13,1.63,5.53,11.57,0.57,40.35,2.02
39519,39519,Poire belle Hélène,glaces et sorbets,desserts glacés,Belle Helene pear dessert (cooked pear topped with hot chocolate sauce on a bed of vanilla ice cream),Jaune d'œuf,0.03,0.14,0.01,0.02,0.52,0.04,0.01,0.02,0.04,1.10,14.10,6.15,0.28,1.22,0.21
39519,39519,Poire belle Hélène,glaces et sorbets,desserts glacés,Belle Helene pear dessert (cooked pear topped with hot chocolate sauce on a bed of vanilla ice cream),Fromage frais crémeux,0.10,1.03,0.06,0.03,1.98,0.06,0.01,0.03,0.20,4.54,41.83,26.14,0.71,4.69,2.76
39519,39519,Poire belle Hélène,glaces et sorbets,desserts glacés,Belle Helene pear dessert (cooked pear topped with hot chocolate sauce on a bed of vanilla ice cream),Lait demi-écremé,0.05,0.54,0.01,0.03,0.82,0.04,0.01,0.03,0.05,1.75,30.06,7.88,0.17,1.38,0.29
39519,39519,Poire belle Hélène,glaces et sorbets,desserts glacés,Belle Helene pear dessert (cooked pear topped with hot chocolate sauce on a bed of vanilla ice cream),Sucre blanc,0.02,0.08,0.01,0.01,0.32,0.02,0.00,0.01,0.03,0.79,4.80,3.69,0.33,0.85,0.20
39519,39519,Poire belle Hélène,glaces et sorbets,desserts glacés,Belle Helene pear dessert (cooked pear topped with hot chocolate sauce on a bed of vanilla ice cream),Autres étapes,0.08,0.59,0.14,0.97,1.53,0.02,0.00,0.01,0.10,1.20,4.23,7.65,0.31,27.27,1.42
24660,24660,"Palmier, artisanal",produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit ( puff pastry), palmier, from bakery",Beurre,0.32,4.28,0.13,0.14,6.90,0.23,0.03,0.13,0.53,10.59,136.49,26.62,2.79,12.57,4.77
24660,24660,"Palmier, artisanal",produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit ( puff pastry), palmier, from bakery",Farine de blé,0.03,0.14,0.01,0.02,0.60,0.02,0.00,0.01,0.05,2.14,28.10,7.50,0.08,1.20,0.26
24660,24660,"Palmier, artisanal",produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit ( puff pastry), palmier, from bakery",Sucre blanc,0.03,0.14,0.01,0.01,0.51,0.03,0.00,0.02,0.04,1.27,7.73,5.93,0.53,1.36,0.32
24660,24660,"Palmier, artisanal",produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit ( puff pastry), palmier, from bakery",Autres étapes,0.07,0.40,0.11,0.66,1.07,0.03,0.00,0.01,0.11,1.24,9.07,19.64,0.28,18.09,1.00
24037,24037,Biscuit sec fourré à la pâte ou purée de fruits,produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit (cookie) filled with fruit paste or fruit puree,Beurre,0.18,2.42,0.07,0.08,3.89,0.13,0.02,0.07,0.30,5.98,77.01,15.02,1.57,7.09,2.69
24037,24037,Biscuit sec fourré à la pâte ou purée de fruits,produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit (cookie) filled with fruit paste or fruit puree,Blanc d'oeuf,0.02,0.10,0.01,0.02,0.37,0.03,0.00,0.02,0.03,0.79,10.04,4.38,0.20,0.87,0.15
24037,24037,Biscuit sec fourré à la pâte ou purée de fruits,produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit (cookie) filled with fruit paste or fruit puree,Jaune d'œuf,0.02,0.08,0.01,0.01,0.30,0.02,0.00,0.01,0.02,0.63,7.99,3.48,0.16,0.69,0.12
24037,24037,Biscuit sec fourré à la pâte ou purée de fruits,produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit (cookie) filled with fruit paste or fruit puree,Fraise,0.11,0.11,0.60,0.01,0.40,0.03,0.00,0.00,0.03,0.35,3.36,184.75,1.61,1.50,3.14
24037,24037,Biscuit sec fourré à la pâte ou purée de fruits,produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit (cookie) filled with fruit paste or fruit puree,Farine de blé,0.03,0.13,0.01,0.02,0.57,0.02,0.00,0.01,0.05,2.04,26.88,7.18,0.08,1.15,0.25
24037,24037,Biscuit sec fourré à la pâte ou purée de fruits,produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit (cookie) filled with fruit paste or fruit puree,Sucre blanc,0.04,0.17,0.01,0.01,0.65,0.04,0.01,0.02,0.05,1.61,9.73,7.47,0.67,1.72,0.40
24037,24037,Biscuit sec fourré à la pâte ou purée de fruits,produits céréaliers,céréales de petit-déjeuner et biscuits,Biscuit (cookie) filled with fruit paste or fruit puree,Autres étapes,0.07,0.40,0.11,0.66,1.07,0.03,0.00,0.01,0.11,1.24,9.07,19.64,0.27,18.09,1.00
24008,24008,"Biscuit sec fourré aux fruits, allégé en matière grasse",produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit (cookie) filled with fruits, reduced fat",Beurre,0.18,2.42,0.07,0.08,3.89,0.13,0.02,0.07,0.30,5.98,77.01,15.02,1.57,7.09,2.69
24008,24008,"Biscuit sec fourré aux fruits, allégé en matière grasse",produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit (cookie) filled with fruits, reduced fat",Blanc d'oeuf,0.02,0.10,0.01,0.02,0.37,0.03,0.00,0.02,0.03,0.79,10.04,4.38,0.20,0.87,0.15
24008,24008,"Biscuit sec fourré aux fruits, allégé en matière grasse",produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit (cookie) filled with fruits, reduced fat",Jaune d'œuf,0.02,0.08,0.01,0.01,0.30,0.02,0.00,0.01,0.02,0.63,7.99,3.48,0.16,0.69,0.12
24008,24008,"Biscuit sec fourré aux fruits, allégé en matière grasse",produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit (cookie) filled with fruits, reduced fat",Fraise,0.11,0.11,0.60,0.01,0.40,0.03,0.00,0.00,0.03,0.35,3.36,184.75,1.61,1.50,3.14
24008,24008,"Biscuit sec fourré aux fruits, allégé en matière grasse",produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit (cookie) filled with fruits, reduced fat",Farine de blé,0.03,0.13,0.01,0.02,0.57,0.02,0.00,0.01,0.05,2.04,26.88,7.18,0.08,1.15,0.25
24008,24008,"Biscuit sec fourré aux fruits, allégé en matière grasse",produits céréaliers,céréales de petit-déjeuner et biscuits,"Biscuit (cookie) filled with fruits, reduced fat",Sucre blanc,0.04,0.17,0.01,0.01,0.65,0.04,0.01,0.02,0.05,1.61,9.73,7.47,0.67,1.72,0.40
